@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
ham, 96, 9, 3, 0, "I don't run away frm u... I walk slowly & it kills me that u don't care enough to stop me..."
ham, 38, 2, 1, 0, "Aight, call me once you're close"
ham, 81, 9, 3, 1, "Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today..."
spam, 158, 13, 11, 13, "RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!"
ham, 66, 3, 3, 0, "Hey you around? I've got enough for a half + the ten I owe you"
ham, 56, 5, 4, 0, "Thats cool. Where should i cum? On you or in you? :)"
ham, 66, 2, 2, 0, "How is your schedule next week? I am out of town this weekend."
ham, 60, 4, 2, 1, "Yup no more already... Thanx 4 printing n handing it up."
spam, 160, 8, 26, 20, "Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs "
ham, 61, 2, 0, 0, "sorry brah, just finished the last of my exams, what up"
ham, 222, 6, 4, 0, "You are always putting your business out there. You put pictures of you on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham, 37, 1, 1, 0, "What time you coming down later? "
spam, 145, 3, 60, 3, "LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"
ham, 144, 4, 4, 0, "What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham, 47, 2, 5, 0, "Uh, heads up we don't have THAT much left"
ham, 34, 3, 3, 0, "Dont worry. I guess he's busy."
ham, 159, 6, 2, 0, "Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham, 75, 2, 2, 0, "I to am looking forward to all the sex cuddling.. Only two more sleeps "
ham, 67, 2, 1, 0, "And very importantly, all we discuss is between u and i only."
ham, 51, 2, 2, 0, "But i have to. I like to have love and arrange."
spam, 168, 9, 66, 19, "Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham, 96, 4, 3, 0, "Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham, 82, 1, 2, 1, "I just really need before tomorrow and I know you won't be awake before like 6"
spam, 161, 8, 15, 26, "Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP"
ham, 37, 3, 2, 0, "I've not sent it. He can send me."
ham, 82, 2, 2, 0, "Theyre doing it to lots of places. Only hospitals and medical places are safe."
ham, 28, 2, 1, 0, "how are you? I miss you!"
ham, 35, 2, 1, 1, "Ok i msg u b4 i leave my house."
ham, 45, 3, 1, 0, "It's ok, at least armand's still around"
spam, 164, 7, 3, 24, "You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p"
ham, 84, 0, 1, 3, "Somebody set up a website where you can play hold em using eve online spacebucks"
ham, 59, 2, 1, 1, "If i let you do this, i want you in the house by 8am."
ham, 26, 0, 1, 0, "Headin towards busetop"
ham, 32, 4, 1, 0, "I've reached home finally..."
ham, 32, 2, 1, 0, "R we going with the  #  bus?"
spam, 149, 8, 13, 11, "FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop"
ham, 41, 1, 1, 0, "Haha just kidding, papa needs drugs"
ham, 91, 4, 3, 0, "Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!"
ham, 49, 3, 1, 0, "The wine is flowing and i'm i have nevering.."
spam, 168, 5, 99, 29, "CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+"
spam, 168, 12, 11, 16, "Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham, 73, 5, 0, 1, "swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham, 41, 1, 1, 0, "Yeah why not, is the gang all ready"
spam, 139, 4, 11, 19, "U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795."
ham, 14, 3, 1, 0, "Anytime..."
ham, 27, 2, 1, 0, "Me fine..absolutly fine"
ham, 36, 4, 2, 0, "How will I creep on you now? ;_;"
spam, 148, 7, 15, 14, "No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
ham, 68, 3, 5, 0, "Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham, 35, 0, 2, 0, "K do I need a login or anything"
spam, 160, 9, 14, 18, "Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248"
ham, 27, 1, 3, 0, "We're finally ready fyi"
ham, 61, 1, 2, 1, "Id have to check but there's only like 1 bowls worth left"
ham, 72, 2, 1, 3, "There's no point hangin on to mr not right if he's not makin u happy"
ham, 40, 3, 2, 0, "Sorry, I'll call later in meeting."
ham, 54, 0, 1, 0, "We stopped to get ice cream and will go back after"
spam, 91, 2, 11, 11, "You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
ham, 16, 3, 1, 1, "Ard 4 lor..."
ham, 86, 9, 3, 0, "I wan but too early lei... Me outside now wun b home so early... Neva mind then..."
ham, 77, 5, 1, 0, "Well the general price is  # /oz, let me know if/when/how much you want"
ham, 159, 11, 5, 1, "I just lov this line: Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie gud ni8 and sweet dreams"
spam, 140, 3, 14, 11, "18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
ham, 61, 5, 2, 0, "I call you later, don't have network. If urgnt, sms me."
ham, 140, 22, 6, 0, "I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!"
ham, 20, 1, 1, 0, "You want to go? "
ham, 157, 5, 5, 0, "Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham, 43, 1, 2, 0, "When i have stuff to sell i.ll tell you"
ham, 29, 2, 1, 1, "No my mum went 2 dentist."
spam, 150, 8, 14, 28, "Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL"
spam, 155, 7, 18, 16, "You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
ham, 295, 22, 14, 1, "Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed & irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham, 139, 2, 2, 0, "I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house."
ham, 113, 3, 3, 0, "Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day."
spam, 162, 3, 15, 33, "Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX"
ham, 33, 1, 2, 0, "I am late. I will be there at"
ham, 91, 3, 4, 0, "My stomach has been thru so much trauma I swear I just can't eat. I better lose weight."
ham, 84, 4, 2, 1, "Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham, 55, 5, 1, 1, "I€˜m going to try for 2 months ha ha only joking"
ham, 46, 2, 2, 0, "Ugh my leg hurts. Musta overdid it on mon."
ham, 64, 5, 5, 0, "Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!"
ham, 53, 4, 1, 0, "Since when, which side, any fever, any vomitin."
ham, 49, 4, 2, 0, "Re your call; You didn't see my facebook huh?"
ham, 47, 3, 2, 0, "How is it possible to teach you. And where."
ham, 80, 4, 2, 0, "Our Prashanthettan's mother passed away last night. pray for her and family."
ham, 92, 3, 3, 1, "Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?"
spam, 126, 7, 2, 17, "tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
ham, 126, 13, 5, 1, "Single line with a big meaning::::: Miss anything 4 ur Best Life but, don't miss ur best life for anything... Gud nyt..."
spam, 147, 2, 7, 12, "As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts"
ham, 78, 7, 2, 0, "Quite ok but a bit ex... U better go eat smth now else i'll feel guilty..."
ham, 32, 6, 2, 0, "Nope... Juz off from work..."
ham, 42, 2, 1, 0, "Idea will soon get converted to live:)"
ham, 98, 4, 3, 0, "Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me."
ham, 49, 4, 2, 0, "That day you asked about anand number. Why:-)"
ham, 55, 4, 2, 0, "No need lar i go engin? Cos my sis at arts today..."
spam, 152, 4, 20, 20, "FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+"
spam, 142, 8, 14, 17, "Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528"
ham, 48, 2, 1, 0, "Alright we're hooked up, where you guys at"
ham, 33, 2, 2, 0, "Oh fine, I'll be by tonight"
ham, 46, 1, 2, 0, "My drive can only be read. I need to write"
ham, 28, 2, 2, 0, "Sorry de i went to shop."
ham, 29, 2, 3, 0, "Onum ela pa. Normal than."
ham, 36, 0, 1, 0, "Dear got bus directly to calicut"
ham, 57, 3, 4, 0, "Ugh. Gotta drive back to sd from la. My butt is sore."
ham, 29, 1, 1, 0, "Ok lor wat time u finish?"
ham, 71, 1, 1, 0, "Some friends want me to drive em someplace, probably take a while"
ham, 96, 1, 2, 0, "Anyway seriously hit me up when you're back because otherwise I have to light up with armand"
ham, 480, 11, 8, 0, "Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ #  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
spam, 119, 7, 9, 18, "Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870"
ham, 23, 3, 1, 0, "Hmm thinking lor..."
spam, 160, 5, 6, 15, "As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham, 26, 1, 2, 0, "Where are you call me."
ham, 38, 3, 2, 0, "Waaaat?? Lololo ok next time then!"
ham, 77, 3, 1, 0, "All will come alive.better correct any good looking figure there itself.."
ham, 59, 3, 1, 0, "Easy mate, * guess the quick drink was bit ambitious."
ham, 88, 1, 2, 0, "For fear of fainting with the of all that housework you just did? Quick have a cuppa"
ham, 59, 8, 1, 0, "K..k..i'm also fine:)when will you complete the course?"
ham, 65, 9, 2, 0, "Got it. Seventeen pounds for seven hundred ml €“ hope ok."
spam, 168, 3, 7, 17, "Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham, 53, 0, 1, 0, "Ok then i will come to ur home after half an hour"
ham, 149, 14, 5, 0, "I was at bugis juz now wat... But now i'm walking home oredi... u so late then reply... I oso saw a top dat i like but din buy... Where r u now? "
ham, 125, 3, 2, 1, "Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham, 58, 2, 2, 0, "How are you enjoying this semester? Take care brother."
ham, 32, 0, 1, 0, "Ok which your another number"
ham, 32, 2, 1, 0, "Ok that's great thanx a lot."
ham, 36, 3, 2, 0, "I'm ok. Will do my part tomorrow"
ham, 137, 6, 4, 2, "Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now..."
ham, 47, 1, 1, 1, "If you r @ home then come down within 5 min"
spam, 159, 8, 28, 21, "Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham, 83, 2, 2, 0, "I.ll give her once i have it. Plus she said grinule greet you whenever we speak"
ham, 29, 1, 1, 0, "Those ducking chinchillas"
ham, 53, 1, 2, 0, "Haha, that was the first person I was gonna ask"
ham, 32, 2, 1, 1, "Thnx dude. u guys out 2nite?"
spam, 134, 14, 10, 24, "For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
spam, 166, 5, 25, 18, "Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL"
ham, 42, 2, 2, 1, "Haf u eaten? Wat time u wan me 2 come?"
ham, 36, 1, 1, 0, "You didnt complete your gist oh."
ham, 81, 2, 1, 0, "Or better still can you catch her and let ask her if she can sell  #  for me."
ham, 33, 0, 23, 0, "IM LATE TELLMISS IM ON MY WAY"
ham, 33, 2, 1, 1, "Match started.india  #  for 2"
spam, 171, 17, 29, 26, "YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham, 60, 1, 1, 0, "Just checked out, heading out to drop off my stuff now"
ham, 22, 1, 1, 0, "Was the farm open?"
ham, 55, 2, 1, 0, "Indeed and by the way it was either or - not both !"
ham, 129, 4, 3, 0, "Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting."
ham, 77, 3, 8, 0, "NO GIFTS!! You trying to get me to throw myself off a cliff or something?"
spam, 164, 10, 13, 19, "Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham, 35, 2, 2, 0, "True. Its easier with her here."
ham, 67, 2, 2, 2, "Me also da, i feel yesterday night  wait til 2day night dear."
ham, 89, 2, 1, 0, "That's fine, have him give me a call if he knows what he wants or has any questions"
ham, 65, 5, 2, 0, "Hey i will be late... i'm at amk. Need to drink tea or coffee"
ham, 60, 1, 2, 0, "Can you pls send me that company name. In saibaba colany"
ham, 27, 1, 1, 0, "Might ax well im there."
ham, 89, 5, 3, 0, "I'm so in love with you. I'm excited each day i spend with you. You make me so happy."
spam, 129, 1, 29, 25, "HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham, 158, 4, 4, 0, "Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
spam, 106, 8, 4, 12, "Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"
ham, 40, 4, 1, 3, "I'm in office now da:)where are you?"
spam, 123, 5, 2, 20, "Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"
ham, 129, 10, 10, 0, "The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead & wish U Merry Xmas..."
ham, 160, 6, 4, 0, "Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham, 163, 4, 5, 1, "Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham, 147, 7, 6, 0, "Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
spam, 134, 6, 6, 17, "Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546"
ham, 137, 3, 4, 4, "Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx"
ham, 31, 3, 1, 0, "I havent add u yet right.. "
ham, 132, 3, 1, 0, "Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham, 44, 1, 1, 0, "I know that my friend already told that."
ham, 39, 1, 1, 0, "I told that am coming on wednesday."
ham, 121, 5, 2, 0, "I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham, 69, 2, 2, 0, "Same, I'm at my great aunts anniversary party in tarpon springs"
ham, 44, 4, 1, 0, "And how you will do that, princess? :)"
ham, 49, 1, 2, 0, "Oh yeah! And my diet just flew out the window"
ham, 30, 2, 1, 0, "Just sleeping..and surfing"
ham, 124, 6, 3, 0, "Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham, 38, 1, 1, 0, "Do you know when dad will be back?"
ham, 124, 4, 3, 1, "I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :("
ham, 99, 3, 1, 4, "Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"
ham, 66, 3, 1, 4, "It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham, 41, 1, 1, 0, "Dont talk to him ever ok its my word."
ham, 39, 3, 2, 0, "That's good, because I need drugs"
ham, 111, 2, 1, 1, "Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?"
ham, 30, 1, 2, 0, "Umma. Did she say anything"
ham, 54, 3, 2, 4, "Hey! Congrats 2u2. id luv 2 but ive had 2 go home!"
ham, 31, 3, 3, 0, "Lol! Oops sorry! Have fun. "
ham, 82, 3, 2, 0, "K ill drink.pa then what doing. I need srs model pls send it to my mail id pa."
ham, 49, 2, 2, 0, "Not from this campus. Are you in the library?"
ham, 28, 0, 1, 0, "I went to project centre"
ham, 128, 8, 3, 0, "How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ..."
ham, 40, 3, 1, 0, "I ask if u meeting da ge tmr nite..."
ham, 117, 9, 3, 0, "Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham, 55, 3, 3, 0, "Geeeee ... I love you so much I can barely stand it"
ham, 80, 6, 4, 0, "Its not the same here. Still looking for a job. How much do Ta's earn there."
ham, 69, 3, 1, 0, "Yup i'm elaborating on the safety aspects and some other issues.."
ham, 55, 1, 2, 0, "I cant pick the phone right now. Pls send a message"
ham, 85, 7, 5, 0, "Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k."
ham, 110, 6, 3, 0, "Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham, 173, 5, 6, 2, "Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
ham, 144, 14, 4, 0, "Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
ham, 63, 4, 1, 0, "Its ok..come to my home it vl nice to meet and v can chat.."
ham, 78, 4, 2, 0, "He's in lag. That's just the sad part but we keep in touch thanks to skype"
ham, 41, 0, 1, 0, "Give me a sec to think think about it"
ham, 100, 7, 3, 0, "Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham, 27, 0, 2, 0, "That means get the door"
ham, 14, 0, 1, 0, "Ok no prob"
spam, 165, 5, 37, 14, "Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
ham, 49, 2, 1, 0, "If you're thinking of lifting me one then no."
ham, 40, 1, 1, 0, "The hair cream has not been shipped."
spam, 168, 8, 19, 3, "Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham, 51, 4, 3, 0, "I dont. Can you send it to me. Plus how's mode."
ham, 36, 1, 2, 0, "Hi Chikku, send some nice msgs"
ham, 153, 10, 5, 0, "I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham, 42, 1, 1, 2, "From tomorrow onwards eve 6 to 3 work."
ham, 33, 1, 1, 1, "No need for the drug anymore."
ham, 105, 1, 2, 0, "Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath"
ham, 27, 1, 1, 0, "Spoons it is then okay?"
ham, 83, 3, 1, 0, "Well obviously not because all the people in my cool college life went home ;_;"
ham, 165, 5, 129, 4, "CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham, 33, 2, 3, 0, "No screaming means shouting.."
ham, 30, 2, 1, 0, "I will come to ur home now"
ham, 36, 1, 3, 0, "I dont have i shall buy one dear"
ham, 64, 3, 2, 1, "Machan you go to gym tomorrow,  i wil come late goodnight."
ham, 27, 1, 1, 0, "What you did in  leave."
ham, 48, 0, 1, 0, "I will be outside office take all from there"
ham, 64, 5, 2, 1, "I can probably come by, everybody's done around  #  right?"
ham, 67, 9, 6, 0, "Yar lor actually we quite fast... Cos da ge slow wat... Haha..."
ham, 104, 3, 3, 0, "Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat..."
ham, 13, 3, 1, 0, "Yup ok..."
ham, 59, 1, 1, 0, "Ugh hopefully the asus ppl dont randomly do a reformat."
ham, 31, 2, 2, 0, "Tell me pa. How is pain de."
spam, 139, 7, 6, 19, "This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham, 46, 2, 2, 0, "Thanks love. But am i doing torch or bold."
ham, 105, 3, 2, 3, "Get down in gandhipuram and walk to cross cut road. Right side # street road and turn at first right."
ham, 123, 6, 6, 0, "I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?"
spam, 125, 6, 13, 20, "74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC"
ham, 32, 4, 1, 0, "Love you aathi..love u lot.."
ham, 30, 1, 1, 0, "Nt joking seriously i told"
ham, 164, 10, 16, 3, "FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham, 35, 1, 2, 0, "Me too! Have a lovely night xxx"
ham, 95, 5, 4, 2, "Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx"
ham, 11, 1, 1, 0, "Ok lor."
spam, 167, 15, 15, 24, "Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham, 55, 1, 2, 0, "Happy new year. Hope you are having a good semester"
ham, 42, 0, 1, 0, "Tell rob to mack his gf in the theater"
ham, 75, 2, 1, 4, "What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham, 12, 3, 1, 0, "Thanx..."
ham, 43, 1, 1, 0, "There is no sense in my foot and penis."
ham, 50, 2, 2, 0, "Jus came back fr lunch wif my sis only. U leh?"
spam, 106, 4, 11, 4, "Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123"
ham, 100, 4, 3, 2, "I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud."
ham, 130, 2, 2, 3, "Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago."
ham, 81, 3, 2, 0, "I know girls always safe and selfish know i got it pa. Thank you. good night."
spam, 154, 9, 23, 34, "PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04"
ham, 37, 1, 1, 0, "Ladies first and genus second k ."
spam, 163, 7, 14, 2, "Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out"
ham, 62, 3, 7, 0, "Yes... I trust u to buy new stuff ASAP so I can try it out"
ham, 46, 2, 2, 0, "Yes! How is a pretty lady like you single?"
ham, 58, 2, 3, 0, "Well. Im computerless. Time to make some oreo truffles"
ham, 124, 27, 4, 0, "Good! No, don€˜t need any receipts€”well done! (...) Yes, please tell . What€˜s her number, i could ring her"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 44, 3, 1, 0, "The new deus ex game comin early next yr"
ham, 32, 0, 1, 0, "Send me your id and password"
ham, 84, 2, 3, 0, "Do you mind if I ask what happened? You dont have to say if it is uncomfortable."
ham, 120, 4, 4, 0, "Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something."
ham, 30, 6, 1, 0, "Yes:)sura in sun tv.:)lol."
ham, 38, 1, 1, 0, "So the sun is anti sleep medicine."
ham, 242, 6, 5, 0, "Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham, 164, 6, 10, 1, "As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
ham, 27, 1, 1, 0, "No management puzzeles."
ham, 87, 3, 3, 0, "U r too much close to my heart. If u go away i will be shattered. Plz stay with me."
ham, 163, 2, 2, 1, "Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham, 66, 4, 2, 0, "Do well :)all will for little time. Thing of good times ahead:"
ham, 166, 15, 8, 8, "Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ‘rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
ham, 65, 3, 2, 0, "Yes baby! We can study all the positions of the kama sutra ;)"
ham, 49, 5, 2, 0, "No shoot me. I'm in the docs waiting room. :/"
ham, 44, 7, 1, 0, "I'm e person who's doing e sms survey..."
ham, 53, 6, 1, 0, "Your daily text from me €“ a favour this time"
spam, 168, 9, 2, 15, "Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 "
ham, 80, 3, 2, 1, "I will come with karnan car. Please wait till 6pm will directly goto doctor."
ham, 40, 2, 1, 2, " what number do u live at? Is it 11?"
ham, 86, 2, 2, 4, "Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?"
